Name,Module Name,Activity Type Name,Scheduled Start Time,Scheduled End Time,Scheduled Days,Teaching Week Pattern,Activity Dates (Individual),Size,Allocated Location Name,Scheduled
COMP23311/STD1/04,COMP23311,TEAM STUDY,10:00,11:00,Tuesday,"2-6, 8-13","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021,14/12/2021",84,Kilburn_Tootill (0 + 1),Checked
COMP23311/STD2/01,COMP23311,TEAM STUDY,11:00,12:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",166,Kilburn_1.8+1.10,Checked
COMP23311/STD2/02,COMP23311,TEAM STUDY,11:00,12:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",94,Kilburn_1.8+1.10,Checked
COMP23311/STD2/03,COMP23311,TEAM STUDY,11:00,12:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",74,Kilburn_LF31,Checked
COMP23311/STD2/04,COMP23311,TEAM STUDY,11:00,12:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",84,Kilburn_Tootill (0 + 1),Checked
COMP23311/WRK/01,COMP23311,WORKSHOP,15:00,16:00,Tuesday,"2-6, 8-12","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021",160,Kilburn_1.8+1.10,Checked
COMP23311/WRK/02,COMP23311,WORKSHOP,16:00,17:00,Tuesday,"2-6, 8-12","28/09/2021,05/10/2021,12/10/2021,19/10/2021,26/10/2021,09/11/2021,16/11/2021,23/11/2021,30/11/2021,07/12/2021",80,Kilburn_Tootill (0 + 1),Checked
COMP23311/WRK/03,COMP23311,WORKSHOP,13:00,14:00,Friday,"2-6, 8-12","01/10/2021,08/10/2021,15/10/2021,22/10/2021,29/10/2021,12/11/2021,19/11/2021,26/11/2021,03/12/2021,10/12/2021",160,Kilburn_1.8+1.10,Checked
COMP23412/LAB/F,COMP23412,LABORATORY,16:00,18:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",166,Kilburn_1.8+1.10,Checked
COMP23412/LAB/H,COMP23412,LABORATORY,16:00,18:00,Friday,"21-28, 32-35","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022,20/05/2022",90,Kilburn_G23,Checked
COMP23412/STD/01/04,COMP23412,TEAM STUDY,10:00,11:00,Friday,"21-28, 32-34","11/02/2022,18/02/2022,25/02/2022,04/03/2022,11/03/2022,18/03/2022,25/03/2022,01/04/2022,29/04/2022,06/05/2022,13/05/2022",100,Kilburn_2.25 (A+B),Checked
COMP24011/LAB/01,COMP24011,DROP-IN,13:00,15:00,Thursday,"4, 6, 9, 11","14/10/2021,28/10/2021,18/11/2021,02/12/2021",80,Kilburn_Tootill (0 + 1),Checked
COMP24011/LAB/02,COMP24011,DROP-IN,16:00,18:00,Thursday,"4, 6, 9, 11","14/10/2021,28/10/2021,18/11/2021,02/12/2021",160,Kilburn_1.8+1.10,Checked
COMP24112/LAB/F,COMP24112,LABORATORY,14:00,16:00,Thursday,"22, 24, 26, 28, 33, 35","17/02/2022,03/03/2022,17/03/2022,31/03/2022,05/05/2022,19/05/2022",115,Kilburn_1.10,Checked
COMP24112/LAB/G,COMP24112,LABORATORY,14:00,16:00,Monday,"22, 24, 26, 28, 33, 35","14/02/2022,28/02/2022,14/03/2022,28/03/2022,02/05/2022,16/05/2022",115,Kilburn_1.10,Checked
COMP24112/LAB/H,COMP24112,LABORATORY,16:00,18:00,Thursday,"22, 24, 26, 28, 33, 35","17/02/2022,03/03/2022,17/03/2022,31/03/2022,05/05/2022,19/05/2022",115,Kilburn_1.10,Checked
COMP24412/LEC1,COMP24412,LECTURE,13:00,14:00,Tuesday,"21-28, 32-35","08/02/2022,15/02/2022,22/02/2022,01/03/2022,08/03/2022,15/03/2022,22/03/2022,29/03/2022,26/04/2022,03/05/2022,10/05/2022,17/05/2022",120,Kilburn_TH 1.1,Checked
COMP25212/LAB/F,COMP25212,LABORATORY,11:00,13:00,Tuesday,"22, 24, 26, 28, 33, 35","15/02/2022,01/03/2022,15/03/2022,29/03/2022,03/05/2022,17/05/2022",30,Kilburn_Tootill 0,Checked
COMP25212/LAB/G,COMP25212,LABORATORY,14:00,16:00,Monday,"22, 24, 26, 28, 33, 35","14/02/2022,28/02/2022,14/03/2022,28/03/2022,02/05/2022,16/05/2022",30,Kilburn_Tootill 0,Checked
COMP26020/LAB/SEM1/01,COMP26020,LABORATORY,11:00,13:00,Friday,"3, 5, 8, 10, 12-13","08/10/2021,22/10/2021,12/11/2021,26/11/2021,10/12/2021,17/12/2021",160,Kilburn_1.8+1.10,Checked
COMP26020/LAB/SEM1/02,COMP26020,LABORATORY,16:00,18:00,Friday,"3, 5, 8, 10, 12-13","08/10/2021,22/10/2021,12/11/2021,26/11/2021,10/12/2021,17/12/2021",160,Kilburn_1.8+1.10,Checked
COMP26020/LAB/SEM1/03,COMP26020,LABORATORY,14:00,16:00,Friday,"3, 5, 8, 10, 12-13","08/10/2021,22/10/2021,12/11/2021,26/11/2021,10/12/2021,17/12/2021",160,Kilburn_1.8+1.10,Checked
COMP26020/LAB/SEM2/F,COMP26020,LABORATORY,11:00,13:00,Tuesday,"22, 24, 26, 28, 33, 35","15/02/2022,01/03/2022,15/03/2022,29/03/2022,03/05/2022,17/05/2022",120,Kilburn_1.8+1.10,Checked
COMP26020/LAB/SEM2/G,COMP26020,LABORATORY,9:00,11:00,Thursday,"22, 24, 26, 28, 33, 35","17/02/2022,03/03/2022,17/03/2022,31/03/2022,05/05/2022,19/05/2022",120,Kilburn_1.8+1.10,Checked
COMP26020/LAB/SEM2/H,COMP26020,LABORATORY,16:00,18:00,Monday,"22, 24, 26, 28, 33, 35","14/02/2022,28/02/2022,14/03/2022,28/03/2022,02/05/2022,16/05/2022",120,Kilburn_1.8+1.10,Checked
COMP26120/LAB/SEM2/F,COMP26120,LABORATORY,10:00,12:00,Wednesday,"21-28, 32-35","09/02/2022,16/02/2022,23/02/2022,02/03/2022,09/03/2022,16/03/2022,23/03/2022,30/03/2022,27/04/2022,04/05/2022,11/05/2022,18/05/2022",150,Kilburn_1.8+1.10,Checked
COMP27112/LAB/H,COMP27112,LABORATORY,14:00,16:00,Friday,"23, 25, 27, 32, 34","25/02/2022,11/03/2022,25/03/2022,29/04/2022,13/05/2022",98,Kilburn_1.10,Checked
COMP28112/LAB/F,COMP28112,LABORATORY,11:00,13:00,Tuesday,"23, 25, 27, 32, 34","22/02/2022,08/03/2022,22/03/2022,26/04/2022,10/05/2022",106,Kilburn_1.10,Checked
COMP28112/LAB/G,COMP28112,LABORATORY,14:00,16:00,Monday,"23, 25, 27, 32, 34","21/02/2022,07/03/2022,21/03/2022,25/04/2022,09/05/2022",106,Kilburn_1.10,Checked
COMP28112/LAB/H,COMP28112,LABORATORY,16:00,18:00,Monday,"23, 25, 27, 32, 34","21/02/2022,07/03/2022,21/03/2022,25/04/2022,09/05/2022",106,Kilburn_1.10,Checked
COMP2HCI/TUT/SEM1,COMP2HCI,TUTORIAL,10:00,11:00,Monday,"4, 9","11/10/2021,15/11/2021",15,Kilburn_G36,Checked
COMP2PASS/SEM1/01,COMP2PASS,PASS,12:00,13:00,Thursday,"2-6, 8-13","30/09/2021,07/10/2021,14/10/2021,21/10/2021,28/10/2021,11/11/2021,18/11/2021,25/11/2021,02/12/2021,09/12/2021,16/12/2021",96,Kilburn_Collab (1+2),Checked
COMP2PASS/SEM2/room/01,COMP2PASS,PASS,12:00,13:00,Thursday,"21-28, 32-34","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022",15,Kilburn_Collab 2,Checked
COMP2PASS/SEM2/room/02,COMP2PASS,PASS,12:00,13:00,Thursday,"21-28, 32-34","10/02/2022,17/02/2022,24/02/2022,03/03/2022,10/03/2022,17/03/2022,24/03/2022,31/03/2022,28/04/2022,05/05/2022,12/05/2022",15,Kilburn_G36,Checked
